antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Speed (1994)'}),frozenset({'Jurassic Park (1993)'}),0.15180467091295116,0.17197452229299362,0.08917197452229299,0.5874125874125874,3.415695415695416,1.0,0.0630654387601931,2.0069092086796934,0.8338101197925978,0.38009049773755654,0.5017213555675094,0.5529655529655529
frozenset({'Jurassic Park (1993)'}),frozenset({'Speed (1994)'}),0.17197452229299362,0.15180467091295116,0.08917197452229299,0.5185185185185185,3.415695415695416,1.0,0.0630654387601931,1.7616364527192552,0.8541208791208791,0.38009049773755654,0.4323459880406063,0.5529655529655529
"frozenset({'Clockwork Orange, A (1971)'})",frozenset({'Taxi Driver (1976)'}),0.16985138004246284,0.15498938428874734,0.0881104033970276,0.51875,3.347003424657535,1.0,0.061785242583652256,1.7558662144649408,0.8446984870428004,0.3721973094170403,0.43048052763819106,0.5436215753424658
frozenset({'Taxi Driver (1976)'}),"frozenset({'Clockwork Orange, A (1971)'})",0.15498938428874734,0.16985138004246284,0.0881104033970276,0.5684931506849314,3.347003424657534,1.0,0.061785242583652256,1.9238364843460383,0.8298419809892837,0.3721973094170403,0.4802053042777563,0.5436215753424658
frozenset({'M*A*S*H (1970)'}),frozenset({'Butch Cassidy and the Sundance Kid (1969)'}),0.1613588110403397,0.1613588110403397,0.0870488322717622,0.5394736842105263,3.343317174515236,1.0,0.06101216637141015,1.8210494388838339,0.8357517752392714,0.3693693693693693,0.4508660892738175,0.5394736842105263
frozenset({'Butch Cassidy and the Sundance Kid (1969)'}),frozenset({'M*A*S*H (1970)'}),0.1613588110403397,0.1613588110403397,0.0870488322717622,0.5394736842105263,3.343317174515236,1.0,0.06101216637141015,1.8210494388838339,0.8357517752392714,0.3693693693693693,0.4508660892738175,0.5394736842105263
frozenset({'North by Northwest (1959)'}),frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),0.16348195329087048,0.16348195329087048,0.08917197452229299,0.5454545454545454,3.3364817001180636,1.0,0.062445625470494634,1.8403397027600847,0.8371404399323181,0.37499999999999994,0.45662205814490076,0.5454545454545454
frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),frozenset({'North by Northwest (1959)'}),0.16348195329087048,0.16348195329087048,0.08917197452229299,0.5454545454545454,3.3364817001180636,1.0,0.062445625470494634,1.8403397027600847,0.8371404399323181,0.37499999999999994,0.45662205814490076,0.5454545454545454
frozenset({'Rear Window (1954)'}),frozenset({'Vertigo (1958)'}),0.19639065817409768,0.17197452229299362,0.11252653927813164,0.572972972972973,3.331731731731732,1.0,0.07875234965583458,1.939047004756914,0.8708905560678947,0.4398340248962655,0.48428274428274437,0.6136469803136471
frozenset({'Vertigo (1958)'}),frozenset({'Rear Window (1954)'}),0.17197452229299362,0.19639065817409768,0.11252653927813164,0.654320987654321,3.3317317317317316,1.0,0.07875234965583458,2.324727024567789,0.845210449927431,0.4398340248962655,0.5698419687851657,0.6136469803136471
frozenset({'Field of Dreams (1989)'}),frozenset({'Dead Poets Society (1989)'}),0.13481953290870488,0.19639065817409768,0.0881104033970276,0.6535433070866141,3.327771866354543,1.0,0.06163310659436262,2.3195087820883993,0.8085002587035257,0.3624454148471615,0.5688742341817576,0.5510959778676314
frozenset({'Taxi Driver (1976)'}),"frozenset({'Godfather: Part II, The (1974)'})",0.15498938428874734,0.17728237791932058,0.09129511677282377,0.589041095890411,3.3226150438848334,1.0,0.06381823017386326,2.0019462137296533,0.8272466986093258,0.37885462555066074,0.5004860804242157,0.5520055778853252
"frozenset({'Godfather: Part II, The (1974)'})",frozenset({'Taxi Driver (1976)'}),0.17728237791932058,0.15498938428874734,0.09129511677282377,0.5149700598802395,3.322615043884833,1.0,0.06381823017386326,1.7421823805404837,0.849662415603901,0.37885462555066074,0.4260072819185749,0.5520055778853252
frozenset({'Citizen Kane (1941)'}),frozenset({'Vertigo (1958)'}),0.17197452229299362,0.17197452229299362,0.09766454352441614,0.5679012345679013,3.302240512117056,1.0,0.06808930720651278,1.9162875341219294,0.8419732441471571,0.3965517241379311,0.4781576448243116,0.5679012345679013
frozenset({'Vertigo (1958)'}),frozenset({'Citizen Kane (1941)'}),0.17197452229299362,0.17197452229299362,0.09766454352441614,0.5679012345679013,3.302240512117056,1.0,0.06808930720651278,1.9162875341219294,0.8419732441471571,0.3965517241379311,0.4781576448243116,0.5679012345679013
frozenset({'Butch Cassidy and the Sundance Kid (1969)'}),"frozenset({'Sting, The (1973)'})",0.1613588110403397,0.1921443736730361,0.10191082802547771,0.6315789473684211,3.287002035475429,1.0,0.07090664034150586,2.192750985744617,0.8296413502109705,0.40506329113924044,0.5439518638910023,0.5809828438499565
"frozenset({'Sting, The (1973)'})",frozenset({'Butch Cassidy and the Sundance Kid (1969)'}),0.1921443736730361,0.1613588110403397,0.10191082802547771,0.5303867403314917,3.287002035475429,1.0,0.07090664034150586,1.7858124141376295,0.8612571178274202,0.40506329113924044,0.44003077138261415,0.5809828438499565
frozenset({'North by Northwest (1959)'}),frozenset({'Citizen Kane (1941)'}),0.16348195329087048,0.17197452229299362,0.09235668789808917,0.564935064935065,3.2849927849927854,1.0,0.06424195707736621,1.9032227398041641,0.8315245930334324,0.3799126637554585,0.4745754245754246,0.5509860509860509
frozenset({'Citizen Kane (1941)'}),frozenset({'North by Northwest (1959)'}),0.17197452229299362,0.16348195329087048,0.09235668789808917,0.537037037037037,3.284992784992785,1.0,0.06424195707736621,1.8068789808917196,0.8400530503978778,0.3799126637554585,0.4465595036661026,0.5509860509860509
frozenset({'Field of Dreams (1989)'}),frozenset({'E.T. the Extra-Terrestrial (1982)'}),0.13481953290870488,0.21125265392781317,0.09341825902335456,0.6929133858267716,3.2800221580342654,1.0,0.06493727489508251,2.568484947465839,0.8034439486893474,0.3697478991596638,0.6106654232150995,0.5675622205515768
frozenset({'GoodFellas (1990)'}),"frozenset({'Godfather: Part II, The (1974)'})",0.1740976645435244,0.17728237791932058,0.10084925690021232,0.5792682926829269,3.267489411421061,1.0,0.06998480893973613,1.955444782916398,0.840238127452307,0.402542372881356,0.48860739575137696,0.5740652840660143
"frozenset({'Godfather: Part II, The (1974)'})",frozenset({'GoodFellas (1990)'}),0.17728237791932058,0.1740976645435244,0.10084925690021232,0.5688622754491018,3.2674894114210606,1.0,0.06998480893973613,1.9156345836282145,0.8434906621392191,0.402542372881356,0.47797977310161177,0.5740652840660143
frozenset({'Taxi Driver (1976)'}),frozenset({'Citizen Kane (1941)'}),0.15498938428874734,0.17197452229299362,0.0870488322717622,0.5616438356164384,3.2658548959918825,1.0,0.06039460694821967,1.8889331210191085,0.8210565020223067,0.3628318584070796,0.4706006322444679,0.5339083375613056
frozenset({'Citizen Kane (1941)'}),frozenset({'Taxi Driver (1976)'}),0.17197452229299362,0.15498938428874734,0.0870488322717622,0.5061728395061729,3.2658548959918825,1.0,0.06039460694821967,1.7111464968152867,0.8378986866791746,0.3628318584070796,0.41559650102363677,0.5339083375613056
frozenset({'Sleepless in Seattle (1993)'}),frozenset({'Groundhog Day (1993)'}),0.1337579617834395,0.19002123142250532,0.08280254777070063,0.6190476190476191,3.257781324820431,1.0,0.05738569516004706,2.1261942675159236,0.8000565610859728,0.343612334801762,0.5296760906197342,0.5274009044958765
frozenset({'Aladdin (1992)'}),frozenset({'Jurassic Park (1993)'}),0.15286624203821655,0.17197452229299362,0.08492569002123142,0.5555555555555556,3.2304526748971196,1.0,0.05863659107198399,1.8630573248407645,0.8150375939849624,0.35398230088495575,0.4632478632478633,0.5246913580246914
frozenset({'Young Frankenstein (1974)'}),"frozenset({'Blues Brothers, The (1980)'})",0.14968152866242038,0.17834394904458598,0.08598726114649681,0.5744680851063829,3.2211246200607904,1.0,0.05929246622581037,1.9308917197452227,0.8109307809682341,0.35526315789473684,0.4821045686953653,0.52830547112462
"frozenset({""Monty Python's Life of Brian (1979)""})",frozenset({'Monty Python and the Holy Grail (1974)'}),0.10934182590233546,0.25690021231422505,0.09023354564755838,0.8252427184466019,3.2123084329615663,1.0,0.062143607358423364,4.252182118424156,0.7732454602818479,0.3269230769230768,0.7648266296809985,0.5882411939340447
frozenset({'Lawrence of Arabia (1962)'}),frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),0.15392781316348195,0.16348195329087048,0.08067940552016985,0.5241379310344828,3.2060904612628756,1.0,0.05551498595841166,1.7579002430844028,0.8132800633956284,0.34080717488789236,0.4311395063889376,0.5088222122704882
"frozenset({'African Queen, The (1951)'})",frozenset({'Casablanca (1942)'}),0.1316348195329087,0.22929936305732485,0.09660297239915075,0.7338709677419355,3.2004928315412187,1.0,0.06641919212408888,2.8959660297239918,0.7917730191568823,0.36546184738955817,0.654692082111437,0.5775836320191159
frozenset({'Field of Dreams (1989)'}),frozenset({'Forrest Gump (1994)'}),0.13481953290870488,0.23885350318471338,0.1029723991507431,0.7637795275590552,3.197690288713911,1.0,0.0707702814177722,3.2221868365180475,0.7943710075264057,0.380392156862745,0.6896517642407672,0.5974453193350832
frozenset({'Top Gun (1986)'}),frozenset({'Apollo 13 (1995)'}),0.11889596602972399,0.21231422505307856,0.08067940552016985,0.6785714285714285,3.196071428571428,1.0,0.05543610063063184,2.450577966501533,0.7798351299936588,0.32203389830508466,0.5919329996149402,0.5292857142857142
frozenset({'Twister (1996)'}),frozenset({'Independence Day (ID4) (1996)'}),0.13481953290870488,0.24203821656050956,0.1040339702760085,0.7716535433070867,3.1881475341898056,1.0,0.07140249097326465,3.3193498792005283,0.793289094779016,0.3813229571984435,0.6987361873883411,0.6007390523552978
frozenset({'True Lies (1994)'}),frozenset({'Terminator 2: Judgment Day (1991)'}),0.12632696390658174,0.23991507430997877,0.09660297239915075,0.7647058823529412,3.187402394586153,1.0,0.06629522946614919,3.2303609341825914,0.7854939713991963,0.35826771653543305,0.6904370686822214,0.5836803748047892
frozenset({'Taxi Driver (1976)'}),frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),0.15498938428874734,0.16348195329087048,0.08067940552016985,0.5205479452054794,3.184130937555595,1.0,0.05534143823729608,1.7447376402790415,0.811756149166887,0.33928571428571425,0.4268479243446214,0.5070272193559865
frozenset({'This Is Spinal Tap (1984)'}),frozenset({'Raising Arizona (1987)'}),0.14331210191082802,0.18789808917197454,0.08492569002123142,0.5925925925925926,3.153797865662272,1.0,0.05799761991696755,1.9933410538506076,0.7971654275092936,0.34482758620689646,0.4983297022512709,0.522284996861268
frozenset({'Brazil (1985)'}),frozenset({'2001: A Space Odyssey (1968)'}),0.1475583864118896,0.19851380042462846,0.09235668789808917,0.6258992805755396,3.152925787712076,1.0,0.06306431182693911,2.142434264249551,0.8010334807689555,0.36401673640167354,0.5332412215922626,0.5455699611433847
frozenset({'Top Gun (1986)'}),frozenset({'Forrest Gump (1994)'}),0.11889596602972399,0.23885350318471338,0.08917197452229299,0.7499999999999999,3.1399999999999997,1.0,0.060773256521562735,3.044585987261145,0.7734939759036144,0.33201581027667976,0.6715481171548117,0.5616666666666665
frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),frozenset({'Citizen Kane (1941)'}),0.16348195329087048,0.17197452229299362,0.0881104033970276,0.538961038961039,3.1339586339586343,1.0,0.05999567257630465,1.795998923477169,0.8139869121154669,0.3562231759656652,0.44320679320679324,0.5256533589866923
frozenset({'Citizen Kane (1941)'}),frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),0.17197452229299362,0.16348195329087048,0.0881104033970276,0.5123456790123456,3.133958633958634,1.0,0.05999567257630465,1.71539143755543,0.8223354958294716,0.3562231759656652,0.4170426771949614,0.5256533589866923
frozenset({'Taxi Driver (1976)'}),frozenset({'GoodFellas (1990)'}),0.15498938428874734,0.1740976645435244,0.08386411889596602,0.5410958904109588,3.108002004677581,1.0,0.0568808290622563,1.7997274772633645,0.8026525030214363,0.34199134199134196,0.44436031975208645,0.5114016037420648
frozenset({'True Lies (1994)'}),frozenset({'Indiana Jones and the Last Crusade (1989)'}),0.12632696390658174,0.2494692144373673,0.09766454352441614,0.773109243697479,3.099016627927767,1.0,0.06614985507638355,3.307894943776048,0.7752522584394316,0.3511450381679389,0.6976929385615634,0.5822993026998033
frozenset({'Terminator 2: Judgment Day (1991)'}),"frozenset({'Terminator, The (1984)'})",0.23991507430997877,0.23036093418259024,0.17091295116772823,0.7123893805309734,3.092492149586069,1.0,0.11564589052519597,2.6759758288420707,0.8902113189215447,0.5709219858156027,0.6263045468416235,0.7271624322009705
"frozenset({'Terminator, The (1984)'})",frozenset({'Terminator 2: Judgment Day (1991)'}),0.23036093418259024,0.23991507430997877,0.17091295116772823,0.7419354838709676,3.0924921495860684,1.0,0.11564589052519597,2.9453290870488313,0.8791604197901051,0.5709219858156027,0.6604793656514685,0.7271624322009705
frozenset({'Star Trek: The Wrath of Khan (1982)'}),frozenset({'Jurassic Park (1993)'}),0.1602972399150743,0.17197452229299362,0.08492569002123142,0.5298013245033113,3.080696590630366,1.0,0.057358648761951125,1.76101193146138,0.8043299620733249,0.34334763948497854,0.4321446765155375,0.5118142424985692
frozenset({'Reservoir Dogs (1992)'}),"frozenset({'Usual Suspects, The (1995)'})",0.1178343949044586,0.24628450106157113,0.08917197452229299,0.7567567567567567,3.07269338303821,1.0,0.06015118936535627,3.0986081623024293,0.7646553206119993,0.32432432432432423,0.6772744575561475,0.5594128611369991
frozenset({'Casablanca (1942)'}),frozenset({'Citizen Kane (1941)'}),0.22929936305732485,0.17197452229299362,0.12101910828025478,0.5277777777777778,3.0689300411522638,1.0,0.08158545985638363,1.7534657174971902,0.8747281426707263,0.43181818181818177,0.42970085470085473,0.6157407407407407
frozenset({'Citizen Kane (1941)'}),frozenset({'Casablanca (1942)'}),0.17197452229299362,0.22929936305732485,0.12101910828025478,0.7037037037037037,3.0689300411522633,1.0,0.08158545985638363,2.601114649681529,0.81417004048583,0.43181818181818177,0.6155494337312519,0.6157407407407407
frozenset({'True Lies (1994)'}),"frozenset({'Terminator, The (1984)'})",0.12632696390658174,0.23036093418259024,0.08917197452229299,0.7058823529411764,3.0642450528598535,1.0,0.06007117710432246,2.6167728237791925,0.7710611583637099,0.33333333333333326,0.6178498985801216,0.5464895635673623
frozenset({'M*A*S*H (1970)'}),frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),0.1613588110403397,0.16348195329087048,0.08067940552016985,0.5,3.0584415584415585,1.0,0.05430015191060264,1.673036093418259,0.8025316455696203,0.33043478260869563,0.4022842639593909,0.4967532467532467
frozenset({'Alien (1979)'}),frozenset({'Aliens (1986)'}),0.2367303609341826,0.2229299363057325,0.1613588110403397,0.6816143497757847,3.0575272261370916,1.0,0.10858452675564931,2.4406566789270654,0.8816521484517971,0.5409252669039145,0.5902742042196574,0.7027119367926542
frozenset({'Aliens (1986)'}),frozenset({'Alien (1979)'}),0.2229299363057325,0.2367303609341826,0.1613588110403397,0.7238095238095238,3.0575272261370916,1.0,0.10858452675564931,2.7635624862727868,0.8659943917169973,0.5409252669039145,0.6381482217365388,0.7027119367926542
frozenset({'Taxi Driver (1976)'}),frozenset({'Psycho (1960)'}),0.15498938428874734,0.19639065817409768,0.09235668789808917,0.595890410958904,3.0342095520177708,1.0,0.06191822070762392,1.9885926085861307,0.7933922485993183,0.3565573770491802,0.4971317927652413,0.5330803406145871
frozenset({'Brazil (1985)'}),frozenset({'Blade Runner (1982)'}),0.1475583864118896,0.23248407643312102,0.1040339702760085,0.7050359712230216,3.0326204789592985,1.0,0.06972899509107874,2.6020661798974682,0.7862734134749789,0.37692307692307686,0.6156900205976299,0.5762622778489538
frozenset({'Sleepless in Seattle (1993)'}),frozenset({'When Harry Met Sally... (1989)'}),0.1337579617834395,0.2229299363057325,0.09023354564755838,0.6746031746031745,3.026077097505669,1.0,0.06041489174679161,2.388068976231163,0.7729238754325258,0.33864541832669315,0.5812516263335934,0.5396825396825397
frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),"frozenset({'Clockwork Orange, A (1971)'})",0.16348195329087048,0.16985138004246284,0.08386411889596602,0.512987012987013,3.020211038961039,1.0,0.056096483517474226,1.7045718329794763,0.7996208957141939,0.33617021276595743,0.4133424120636397,0.5033685064935065
"frozenset({'Birds, The (1963)'})",frozenset({'Alien (1979)'}),0.11464968152866242,0.2367303609341826,0.08174097664543524,0.7129629629629629,3.0117090184354756,1.0,0.0545999161561659,2.6591329361002662,0.7544613659721572,0.3031496062992125,0.6239375676093339,0.5291272213917954
"frozenset({'Godfather: Part II, The (1974)'})",frozenset({'Apocalypse Now (1979)'}),0.17728237791932058,0.17728237791932058,0.09447983014861996,0.532934131736527,3.0061314496755,1.0,0.06305078862789115,1.7614595241983781,0.8111489670170351,0.36326530612244906,0.4322889704462045,0.532934131736527
frozenset({'Apocalypse Now (1979)'}),"frozenset({'Godfather: Part II, The (1974)'})",0.17728237791932058,0.17728237791932058,0.09447983014861996,0.532934131736527,3.0061314496755,1.0,0.06305078862789115,1.7614595241983781,0.8111489670170351,0.36326530612244906,0.4322889704462045,0.532934131736527
"frozenset({'Wizard of Oz, The (1939)'})","frozenset({""It's a Wonderful Life (1946)""})",0.1921443736730361,0.18577494692144372,0.10721868365180467,0.5580110497237569,3.0036937647987374,1.0,0.07152307283144235,1.8421841825902336,0.8257373700576367,0.39607843137254894,0.4571661132200509,0.567576953433307
"frozenset({""It's a Wonderful Life (1946)""})","frozenset({'Wizard of Oz, The (1939)'})",0.18577494692144372,0.1921443736730361,0.10721868365180467,0.5771428571428572,3.003693764798737,1.0,0.07152307283144235,1.9104693865840363,0.819277886067616,0.39607843137254894,0.47656842500469315,0.567576953433307
"frozenset({'Hunt for Red October, The (1990)'})",frozenset({'Jurassic Park (1993)'}),0.1602972399150743,0.17197452229299362,0.08280254777070063,0.5165562913907285,3.0036791758646064,1.0,0.05523550651142034,1.712765029229561,0.7944179714091218,0.33191489361702126,0.4161487519103413,0.499018886436105
frozenset({'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)'}),frozenset({'Apocalypse Now (1979)'}),0.16348195329087048,0.17728237791932058,0.0870488322717622,0.5324675324675324,3.0034994945174587,1.0,0.05806636284546139,1.759701580561453,0.7974185960133714,0.34309623430962344,0.4317218265605362,0.5117427482696943
frozenset({'Annie Hall (1977)'}),"frozenset({'Graduate, The (1967)'})",0.13481953290870488,0.19957537154989385,0.08067940552016985,0.5984251968503936,2.9984922097503763,1.0,0.053772747147731934,1.9932142708463425,0.7703584113658379,0.3179916317991631,0.49829779235155275,0.5013402579996649
"frozenset({'Shining, The (1980)'})",frozenset({'Jaws (1975)'}),0.14331210191082802,0.19532908704883228,0.08386411889596602,0.5851851851851851,2.995893719806763,1.0,0.055871096866674776,1.9398316651501364,0.7776575219989647,0.32916666666666655,0.4844913515098211,0.5072665056360708
frozenset({'Dave (1993)'}),frozenset({'Back to the Future (1985)'}),0.11252653927813164,0.2494692144373673,0.08386411889596602,0.7452830188679245,2.987474909674829,1.0,0.055792211538894965,2.9465282692458903,0.7496214644782265,0.30152671755725186,0.6606175442342077,0.5407266158169409
"frozenset({'Sound of Music, The (1965)'})","frozenset({'Wizard of Oz, The (1939)'})",0.1464968152866242,0.1921443736730361,0.08386411889596602,0.572463768115942,2.979341820802306,1.0,0.05571558007762316,1.8895606175105255,0.7783865482713017,0.32916666666666655,0.4707764383248586,0.504463928256866
frozenset({'M*A*S*H (1970)'}),"frozenset({'Sting, The (1973)'})",0.1613588110403397,0.1921443736730361,0.09235668789808917,0.5723684210526315,2.978845594649607,1.0,0.06135250021411731,1.8891393107953613,0.7921140695475046,0.3536585365853658,0.47065841344491316,0.5265157022390229
frozenset({'Rear Window (1954)'}),frozenset({'Psycho (1960)'}),0.19639065817409768,0.19639065817409768,0.11464968152866242,0.5837837837837837,2.9725639152666172,1.0,0.07608039091060714,1.9307497173739208,0.825762023582367,0.4122137404580152,0.48206647863186824,0.5837837837837837
frozenset({'Psycho (1960)'}),frozenset({'Rear Window (1954)'}),0.19639065817409768,0.19639065817409768,0.11464968152866242,0.5837837837837837,2.9725639152666172,1.0,0.07608039091060714,1.9307497173739208,0.825762023582367,0.4122137404580152,0.48206647863186824,0.5837837837837837
frozenset({'This Is Spinal Tap (1984)'}),frozenset({'Monty Python and the Holy Grail (1974)'}),0.14331210191082802,0.25690021231422505,0.10934182590233546,0.762962962962963,2.969880624426079,1.0,0.07252491649424589,3.1349522292993632,0.7742447756884543,0.375912408759124,0.6810158730158729,0.5942913988368534
"frozenset({'Clockwork Orange, A (1971)'})",frozenset({'Apocalypse Now (1979)'}),0.16985138004246284,0.17728237791932058,0.08917197452229299,0.525,2.961377245508982,1.0,0.05906031797548694,1.73203709911722,0.7978321763488003,0.345679012345679,0.42264516129032265,0.5139970059880239
frozenset({'Apocalypse Now (1979)'}),"frozenset({'Clockwork Orange, A (1971)'})",0.17728237791932058,0.16985138004246284,0.08917197452229299,0.5029940119760479,2.961377245508982,1.0,0.05906031797548694,1.6702990305169723,0.8050384024577573,0.345679012345679,0.40130480726526485,0.5139970059880239
frozenset({'Star Trek: The Wrath of Khan (1982)'}),"frozenset({'Terminator, The (1984)'})",0.1602972399150743,0.23036093418259024,0.10934182590233546,0.6821192052980133,2.961088900418104,1.0,0.07241560396860816,2.421156227883935,0.7887152799086815,0.38867924528301884,0.5869741950216946,0.5783867915890988
frozenset({'Groundhog Day (1993)'}),frozenset({'Jurassic Park (1993)'}),0.19002123142250532,0.17197452229299362,0.09660297239915075,0.5083798882681564,2.9561349058555764,1.0,0.06392416189973901,1.6842790966994787,0.8169602350467359,0.36399999999999993,0.4062741727546197,0.5350541416649424
